rainfall_24h,rainfall_72h,elevation,slope,twi,ndwi,ndvi,drainage_capacity,urbanization_index,infrastructure_decay,disaster_unpreparedness,precip_ratio,ponding_hazard,water_contrast,drainage_stress,flood_target
17.04,68.15,6.0,0.26,1.04,0.19,0.342,3.5,5,4,6,3.778,261.303,-0.152,0.487,1
34.7,69.39,3.0,0.16,2.01,0.128,0.14,6.0,5,4,5,1.944,367.067,-0.012,0.578,1
6.06,54.51,10.0,2.13,1.03,0.172,0.089,6.0,6,5,5,7.725,40.376,0.083,0.101,1
18.8,45.62,3.0,0.42,1.07,-0.031,0.619,4.0,2,8,2,2.304,187.025,-0.65,0.47,1
35.05,35.05,10.0,0.16,1.31,0.043,0.14,3.0,10,6,5,0.972,340.697,-0.097,1.168,1
0.0,21.4,53.0,0.33,8.21,0.248,0.613,6.0,1,3,4,21.396,109.716,-0.365,0.0,0
0.0,113.81,32.0,0.37,0.85,0.222,0.674,4.5,6,5,4,113.811,145.624,-0.452,0.0,0
13.16,65.8,63.0,1.72,3.14,0.245,0.742,3.5,8,7,8,4.647,20.278,-0.497,0.376,0
0.0,44.1,4.0,0.48,0.02,0.17,0.619,5.0,2,5,6,44.096,166.079,-0.45,0.0,1
17.87,41.46,8.0,0.68,0.59,0.169,0.319,6.0,3,7,7,2.197,118.397,-0.15,0.298,0
10.85,75.92,5.0,0.01,8.84,0.327,0.363,6.0,5,4,7,6.409,863.636,-0.036,0.181,1
29.83,29.83,11.0,0.23,3.07,0.147,0.222,7.0,4,4,4,0.968,267.702,-0.074,0.426,1
21.59,64.77,1547.0,11.87,1.46,0.134,0.08,6.0,7,2,3,2.867,0.0,0.054,0.36,0
19.46,77.84,5.0,0.33,5.47,0.032,0.619,7.0,6,2,3,3.804,221.822,-0.588,0.278,1
21.62,86.48,17.0,0.26,0.63,0.28,0.714,6.0,4,4,6,3.823,230.968,-0.434,0.36,0
6.77,74.46,4.0,0.12,5.49,0.096,0.295,7.5,10,5,6,9.584,443.884,-0.199,0.09,1
5.54,28.0,8.0,0.33,0.4,0.04,0.619,5.5,9,5,4,4.282,214.79,-0.579,0.101,1
0.0,42.14,9.0,0.42,0.71,0.001,-0.15,4.5,4,5,2,42.138,175.432,0.151,0.0,1
9.59,44.65,33.0,0.42,0.15,0.264,0.62,1.5,5,4,3,4.214,129.177,-0.356,0.64,0
0.0,11.75,3.0,0.26,0.85,0.049,0.619,6.0,9,7,6,11.751,269.872,-0.57,0.0,1
7.66,38.86,5.0,0.52,0.16,0.112,0.481,4.5,7,5,7,4.489,153.518,-0.369,0.17,1
14.11,70.54,2.0,0.16,5.89,0.126,0.067,6.0,2,4,6,4.669,370.832,0.06,0.235,1
35.94,35.94,300.0,6.19,2.39,0.322,0.823,5.5,5,5,6,0.973,0.0,-0.501,0.653,0
18.0,72.01,4.0,0.37,0.51,0.13,0.317,4.5,4,2,6,3.79,205.699,-0.188,0.4,1
14.78,108.3,21.0,9.34,0.33,0.152,0.482,6.0,7,3,5,6.863,8.367,-0.33,0.246,0
5.28,42.24,2.0,0.16,10.39,0.052,0.619,4.5,5,7,3,6.726,370.733,-0.567,0.117,0
6.77,74.46,4.0,0.23,2.73,0.158,0.229,5.5,10,9,4,9.584,289.269,-0.071,0.123,1
0.0,80.86,7.0,0.23,3.28,0.259,0.457,4.5,7,5,5,80.857,279.322,-0.198,0.0,1
13.37,66.87,3.0,0.12,3.55,0.063,0.619,5.5,5,5,6,4.652,449.207,-0.556,0.243,1
0.0,0.0,3.0,0.42,1.41,0.077,0.619,5.5,2,5,3,0.0,186.896,-0.542,0.0,0
51.02,66.12,10.0,0.74,5.92,0.202,0.477,6.5,4,6,5,1.271,106.761,-0.276,0.785,1
8.34,75.03,5.0,0.01,4.85,0.365,0.332,5.0,5,6,6,8.036,863.636,0.033,0.167,1
0.0,0.0,8.0,0.16,1.49,0.055,0.619,6.5,2,6,9,0.0,348.178,-0.565,0.0,1
0.0,0.0,0.0,0.48,0.42,0.077,0.415,6.5,2,5,6,0.0,172.475,-0.338,0.0,1
0.0,11.07,319.0,0.01,6.27,-0.012,0.166,4.0,7,4,9,11.074,0.0,-0.178,0.0,0
8.37,92.09,24.0,0.68,1.42,0.267,0.546,5.5,10,9,2,9.826,97.782,-0.279,0.152,0
11.68,58.42,15.0,0.46,2.65,0.425,0.796,5.0,5,6,5,4.606,150.634,-0.371,0.234,0
33.03,66.06,76.0,1.42,7.09,0.247,0.559,5.0,5,7,3,1.941,15.823,-0.312,0.661,0
37.15,37.15,10.0,0.16,1.78,-0.079,0.208,2.0,5,1,7,0.974,340.687,-0.287,1.858,1
14.06,62.51,100.0,0.33,0.62,0.375,0.797,4.5,10,1,5,4.15,0.0,-0.422,0.313,0
0.0,31.26,18.0,0.33,9.31,0.433,0.828,4.5,3,3,6,31.26,191.55,-0.395,0.0,0
0.0,50.53,8.0,0.37,0.69,0.093,0.294,6.0,3,10,1,50.529,196.927,-0.2,0.0,1
0.0,50.53,9.0,0.33,2.45,0.093,0.292,6.0,2,3,2,50.529,212.522,-0.198,0.0,1
26.57,79.72,4.0,0.47,0.45,0.167,0.063,4.5,6,4,4,2.891,169.753,0.105,0.591,1
9.94,69.61,10.0,0.12,2.0,0.319,0.406,5.5,4,6,5,6.36,416.79,-0.087,0.181,1
0.0,6.67,4.0,0.23,0.96,0.163,0.541,6.0,4,4,7,6.671,288.503,-0.378,0.0,1
0.0,0.0,49.0,0.85,4.46,0.293,0.505,4.5,3,4,4,0.0,53.82,-0.212,0.0,0
0.0,5.98,48.0,0.73,0.28,0.472,0.6,4.5,6,5,7,5.982,62.385,-0.128,0.0,0
0.0,0.0,0.0,1.63,1.04,0.11,0.619,3.5,7,2,6,0.0,57.747,-0.509,0.0,0
22.83,45.65,6.0,0.26,1.19,0.19,0.366,5.0,4,4,3,1.916,261.539,-0.176,0.457,1
32.54,45.11,8.0,0.52,3.12,-0.254,0.619,4.0,1,8,7,1.345,148.692,-0.873,0.813,1
0.0,0.0,7.0,0.26,2.42,0.122,0.619,2.5,8,5,8,0.0,258.773,-0.498,0.0,1
0.0,0.0,21.0,0.52,0.75,0.398,0.723,1.5,7,5,2,0.0,127.641,-0.325,0.0,0
10.01,50.07,821.0,6.77,0.69,0.359,0.804,6.5,8,3,3,4.546,0.0,-0.445,0.154,0
0.0,18.83,55.0,1.81,0.35,0.257,0.645,4.0,7,4,5,18.833,23.53,-0.388,0.0,0
0.0,12.04,10.0,0.16,1.65,0.226,0.518,5.0,5,8,7,12.042,340.771,-0.292,0.0,1
7.18,78.96,6.0,0.66,3.06,0.164,0.584,6.0,4,6,6,9.655,124.212,-0.42,0.12,1
39.02,78.04,319.0,0.01,5.11,0.03,0.167,5.0,4,4,8,1.95,0.0,-0.137,0.78,0
18.0,72.01,6.0,0.73,0.15,0.212,0.602,5.5,6,4,2,3.79,112.616,-0.39,0.327,1
0.0,90.5,5.0,0.23,5.66,0.132,0.733,4.5,4,6,8,90.503,286.255,-0.601,0.0,0
11.04,88.32,19.0,0.48,0.43,0.272,0.594,4.0,2,5,7,7.336,140.12,-0.323,0.276,0
0.0,44.74,4.0,0.26,3.22,0.122,0.353,2.5,6,3,7,44.741,266.816,-0.231,0.0,1
14.7,58.82,10.0,1.09,1.03,0.271,0.623,4.0,3,7,5,3.745,75.381,-0.352,0.368,1
0.0,0.0,27.0,1.73,0.29,0.377,0.69,8.0,4,2,3,0.0,39.947,-0.313,0.0,0
20.52,61.55,1.0,0.37,1.94,-0.031,0.619,4.5,6,3,6,2.861,211.609,-0.65,0.456,1
0.0,54.87,9.0,0.26,4.31,0.164,0.684,5.5,7,5,3,54.872,253.213,-0.52,0.0,1
0.0,0.0,6.0,0.33,1.09,0.113,0.113,8.5,4,10,5,0.0,219.452,-0.0,0.0,1
11.49,68.92,19.0,0.74,7.99,0.171,0.409,6.0,5,4,3,5.519,96.083,-0.238,0.191,1
11.99,83.91,36.0,0.33,4.02,0.227,0.275,2.5,1,4,3,6.461,149.432,-0.048,0.479,1
0.0,0.0,7.0,0.82,2.07,0.406,0.453,4.0,9,3,6,0.0,101.583,-0.047,0.0,0
6.41,57.69,34.0,0.58,0.23,0.246,0.591,5.0,3,4,6,7.785,96.844,-0.344,0.128,0
0.0,34.32,83.0,2.67,1.53,0.302,0.406,6.5,6,2,5,34.324,6.134,-0.104,0.0,0
0.0,43.55,61.0,0.82,3.22,0.173,0.649,8.0,10,5,5,43.552,42.356,-0.477,0.0,0
0.0,0.0,12.0,1.04,3.02,0.268,0.723,4.0,7,7,4,0.0,77.136,-0.455,0.0,0
0.0,88.22,21.0,0.26,8.4,0.391,0.824,5.5,8,7,1,88.219,219.88,-0.433,0.0,0
0.0,19.22,3.0,0.46,1.56,0.056,0.619,5.5,2,2,5,19.221,172.067,-0.563,0.0,1
0.0,0.0,29.0,0.33,2.34,0.208,0.485,4.5,3,9,6,0.0,165.789,-0.276,0.0,0
0.0,0.0,5.0,0.01,2.37,0.116,0.436,4.5,10,3,5,0.0,863.636,-0.321,0.0,0
0.0,0.0,4.0,0.26,2.24,-0.029,0.619,5.0,8,4,2,0.0,266.703,-0.648,0.0,1
22.35,67.05,7.0,0.42,2.27,0.071,0.247,3.0,7,8,1,2.872,179.378,-0.175,0.745,1
43.61,43.61,0.0,0.59,5.0,0.132,0.244,6.0,5,7,9,0.978,144.671,-0.112,0.727,1
15.15,53.04,0.0,0.47,2.42,0.133,0.619,5.5,7,2,6,3.283,176.969,-0.486,0.276,1
19.22,19.22,10.0,0.12,8.17,0.081,0.182,3.0,5,4,6,0.951,416.79,-0.101,0.641,1
0.0,8.81,3.0,0.12,1.84,0.009,0.412,2.5,2,5,5,8.814,449.207,-0.403,0.0,1
0.0,46.58,49.0,1.55,11.51,0.284,0.366,3.5,6,6,9,46.583,30.923,-0.081,0.0,0
8.78,87.79,7.0,0.35,0.75,0.235,0.227,8.5,7,8,4,8.977,207.68,0.009,0.103,1
50.15,50.15,12.0,0.16,7.84,0.231,0.585,5.0,6,2,1,0.98,333.167,-0.354,1.003,0
23.07,92.28,12.0,0.01,2.55,0.205,0.415,3.0,10,6,8,3.834,800.0,-0.209,0.769,0
0.0,17.05,13.0,0.37,4.17,0.121,0.331,7.0,10,5,2,17.048,186.126,-0.21,0.0,1
21.38,74.84,17.0,0.59,0.22,0.355,0.812,4.0,2,7,2,3.344,119.988,-0.457,0.535,0
3.95,27.62,97.0,3.21,1.83,0.231,0.634,5.0,5,1,4,5.585,0.905,-0.404,0.079,0
14.11,70.54,3.0,0.12,5.63,0.191,0.143,3.5,6,3,4,4.669,448.289,0.048,0.403,0
10.18,27.15,5.0,0.12,4.38,0.315,0.704,2.5,4,3,2,2.427,439.309,-0.389,0.407,0
11.83,37.88,15.0,0.37,0.29,0.503,0.764,5.0,5,5,5,2.953,181.873,-0.261,0.237,0
13.25,52.0,17.0,1.14,1.53,0.262,0.328,4.0,2,5,7,3.65,66.816,-0.066,0.331,1
16.72,16.72,12.0,0.16,2.01,0.407,0.674,7.0,5,4,5,0.944,333.138,-0.267,0.239,0
13.08,52.33,17.0,0.42,0.72,0.247,0.775,4.0,3,5,9,3.716,160.186,-0.528,0.327,0
36.89,36.89,116.0,0.49,2.5,0.272,0.575,3.0,5,5,4,0.974,0.0,-0.303,1.23,0
14.89,14.89,26.0,0.26,0.63,0.227,0.79,4.0,1,2,1,0.937,205.915,-0.563,0.372,0
20.81,20.81,8.0,0.01,7.84,-0.065,-0.138,4.5,7,7,6,0.954,836.364,0.073,0.462,1
0.0,0.0,8.0,0.16,1.09,0.065,0.272,6.5,3,5,4,0.0,348.252,-0.207,0.0,1
7.76,85.35,8.0,1.16,1.39,0.222,0.702,3.5,5,5,2,9.744,72.942,-0.48,0.222,1
7.98,79.8,5.0,0.35,0.34,0.264,0.478,4.5,10,4,5,8.886,212.146,-0.215,0.177,1
6.77,74.46,7.0,0.12,3.31,0.151,0.121,3.5,4,5,7,9.584,430.683,0.03,0.193,1
0.0,35.14,20.0,0.48,0.02,0.265,0.732,2.0,6,7,3,35.139,138.034,-0.467,0.0,0
18.97,66.39,3.0,0.26,5.42,0.095,0.171,5.0,5,4,2,3.325,269.684,-0.075,0.379,1
0.0,0.0,12.0,0.71,0.55,0.258,0.631,9.0,7,6,5,0.0,109.028,-0.373,0.0,0
0.0,11.1,5.0,0.23,4.91,0.101,0.619,4.0,4,3,9,11.1,286.255,-0.518,0.0,1
0.0,24.59,10.0,0.59,0.37,0.228,0.625,5.5,1,7,1,24.587,130.208,-0.397,0.0,0
10.65,95.83,11.0,0.01,3.7,0.282,0.179,5.0,6,6,7,8.227,809.091,0.103,0.213,1
12.53,62.66,19.0,0.59,4.06,0.361,0.571,6.0,3,5,1,4.631,117.193,-0.211,0.209,1
9.58,38.3,765.0,0.91,0.3,0.292,0.592,5.0,8,7,2,3.622,0.0,-0.3,0.192,0
0.0,3.24,0.0,0.42,3.1,0.067,0.314,3.5,1,6,7,3.236,192.856,-0.248,0.0,1
22.87,60.98,116.0,1.31,8.5,0.276,0.657,8.0,9,5,6,2.555,0.0,-0.382,0.286,0
8.4,33.6,319.0,0.01,5.59,-0.046,0.142,5.0,3,2,7,3.574,0.0,-0.187,0.168,0
12.73,89.14,76.0,2.55,1.06,0.277,0.658,6.0,8,3,3,6.49,9.062,-0.381,0.212,0
0.0,53.92,177.0,1.74,1.03,0.289,0.811,3.0,6,5,4,53.924,0.0,-0.522,0.0,0
43.61,43.61,3.0,0.49,5.75,0.146,0.16,3.0,4,5,1,0.978,163.649,-0.014,1.454,1
14.36,43.09,204.0,3.03,0.62,0.29,0.8,5.0,5,5,6,2.805,0.0,-0.509,0.287,0
5.0,35.0,68.0,4.67,0.54,0.211,0.482,4.0,5,4,5,5.833,6.711,-0.271,0.125,0
37.19,37.19,16.0,0.37,4.98,0.179,0.224,5.5,3,3,5,0.974,179.718,-0.045,0.676,1
0.0,0.0,9.0,0.12,1.44,0.048,0.476,3.0,9,5,4,0.0,420.819,-0.427,0.0,1
60.0,60.0,52.0,0.42,0.15,0.212,0.778,3.0,4,5,1,0.984,92.598,-0.565,2.0,0
20.81,20.81,8.0,0.01,5.43,-0.06,-0.124,4.5,6,7,8,0.954,836.364,0.064,0.462,1
44.82,56.07,30.0,0.35,6.25,0.247,0.557,5.5,9,5,3,1.224,156.318,-0.311,0.815,0
17.76,79.93,8.0,0.26,2.02,0.163,0.619,2.5,4,6,2,4.26,256.016,-0.456,0.71,1
23.48,46.95,4.0,1.25,0.51,0.278,0.487,4.0,7,6,2,1.918,71.079,-0.209,0.587,0
14.27,71.34,1.0,0.33,0.96,0.182,0.053,7.5,1,5,3,4.673,231.017,0.129,0.19,1
9.18,64.26,0.0,0.01,3.16,0.017,0.619,4.0,4,3,9,6.312,909.091,-0.602,0.23,1
6.41,57.69,27.0,0.35,3.38,0.22,0.396,4.5,3,9,8,7.785,162.612,-0.176,0.142,0
53.89,67.43,2.0,1.05,4.19,0.079,0.272,5.0,3,10,5,1.228,85.511,-0.193,1.078,1
11.46,80.2,31.0,0.78,3.56,0.283,0.45,5.5,6,2,3,6.438,78.488,-0.167,0.208,0
0.0,85.43,5.0,0.84,0.85,0.213,0.31,5.0,9,10,4,85.434,101.371,-0.097,0.0,1
11.0,99.01,13.0,0.52,12.74,0.239,0.411,4.0,5,8,7,8.25,140.42,-0.173,0.275,1
21.81,76.35,12.0,0.58,9.3,0.268,0.62,4.5,6,7,7,3.347,129.283,-0.352,0.485,1
5.28,42.24,2.0,0.12,1.43,0.085,0.231,3.0,6,5,5,6.726,452.713,-0.146,0.176,1
8.91,53.48,5.0,1.4,0.4,0.105,0.259,6.0,2,6,5,5.395,63.478,-0.155,0.149,0
8.7,78.29,5.0,0.16,1.31,0.239,0.194,3.0,7,6,3,8.072,359.613,0.045,0.29,1
28.49,56.99,11.0,0.58,1.15,0.233,0.64,4.5,4,5,6,1.932,130.707,-0.407,0.633,0
53.55,53.55,3.0,0.35,2.0,0.107,0.364,3.5,4,2,4,0.982,216.612,-0.257,1.53,1
0.0,19.22,1.0,0.42,5.62,0.064,0.619,6.5,6,4,2,19.221,190.944,-0.555,0.0,1
0.0,0.0,13.0,1.51,1.38,0.312,0.8,3.5,6,3,7,0.0,54.119,-0.487,0.0,0
6.03,54.24,19.0,0.23,1.15,0.21,0.599,5.0,8,5,7,7.719,244.07,-0.389,0.121,0
7.94,71.43,34.0,0.49,0.21,0.23,0.484,4.0,10,4,2,7.993,111.362,-0.254,0.198,0
0.0,37.32,9.0,0.42,1.25,0.054,0.205,4.5,8,2,10,37.319,175.556,-0.151,0.0,1
37.15,37.15,5.0,0.01,2.37,-0.183,-0.148,6.5,9,4,5,0.974,863.636,-0.035,0.572,1
0.0,17.36,13.0,0.49,2.19,0.226,0.469,2.5,7,4,8,17.357,146.859,-0.242,0.0,0
0.0,0.0,19.0,0.12,2.61,0.266,0.693,3.0,3,1,6,0.0,374.437,-0.427,0.0,0
0.0,0.0,27.0,0.82,1.68,0.215,0.44,6.0,7,8,4,0.0,79.367,-0.225,0.0,0
51.9,72.79,3.0,0.16,10.67,0.21,0.426,6.0,3,6,5,1.376,367.203,-0.216,0.865,1
15.05,52.68,136.0,1.32,5.2,0.27,0.47,4.0,5,4,5,3.282,0.0,-0.2,0.376,0
0.0,50.86,8.0,0.74,7.62,0.056,0.199,5.0,2,7,9,50.864,109.125,-0.143,0.0,1
0.0,0.0,5.0,0.12,2.35,0.157,0.619,4.5,6,6,5,0.0,439.945,-0.462,0.0,1
11.1,66.58,11.0,0.23,1.3,0.43,0.826,4.5,6,2,6,5.504,267.95,-0.395,0.247,0
4.23,29.59,2.0,1.1,8.71,0.113,0.619,6.5,5,1,4,5.661,81.893,-0.506,0.065,1
0.0,38.52,9.0,0.23,5.54,0.08,0.455,8.0,4,4,3,38.523,274.203,-0.376,0.0,1
23.51,105.78,24.0,0.16,2.54,0.276,0.792,3.0,8,6,3,4.316,287.731,-0.515,0.784,0
0.0,69.25,31.0,2.6,0.2,0.247,0.587,6.0,8,4,2,69.248,25.6,-0.34,0.0,0
26.57,79.72,0.0,0.46,0.61,0.12,0.016,4.0,2,8,6,2.891,177.388,0.104,0.664,1
42.55,55.35,8.0,0.12,1.84,0.322,0.685,5.5,6,3,7,1.271,425.453,-0.363,0.774,0
0.0,60.94,6.0,0.37,0.28,0.091,0.356,7.5,5,6,5,60.941,201.077,-0.265,0.0,1
0.0,100.75,75.0,3.38,1.6,0.247,0.156,4.0,6,5,6,100.754,7.193,0.091,0.0,0
6.3,62.97,17.0,0.68,0.23,0.235,0.648,6.5,7,5,4,8.63,106.753,-0.414,0.097,0
15.58,27.28,31.0,0.49,1.5,0.317,0.481,5.0,4,5,2,1.646,116.471,-0.165,0.312,0
0.0,0.0,6.0,0.16,1.09,0.067,0.365,5.5,5,3,1,0.0,355.751,-0.298,0.0,1
0.0,71.24,20.0,2.0,3.39,0.2,0.46,5.5,8,5,4,71.236,38.08,-0.26,0.0,0
36.46,48.08,48.0,1.73,2.49,0.375,0.733,6.0,4,8,4,1.283,28.47,-0.358,0.608,0
30.36,30.36,8.0,0.01,4.09,-0.111,-0.186,3.0,5,8,6,0.968,836.364,0.075,1.012,1
25.49,101.98,12.0,0.01,2.37,0.323,0.673,6.5,5,6,8,3.849,800.0,-0.35,0.392,0
0.0,12.95,3.0,0.16,6.67,0.032,0.619,5.0,3,4,7,12.945,367.234,-0.587,0.0,1
9.65,67.55,6.0,0.33,0.4,0.209,0.392,4.5,7,2,5,6.343,219.486,-0.183,0.214,1
0.0,0.0,10.0,0.26,1.95,0.138,0.619,5.5,7,5,5,0.0,250.407,-0.482,0.0,1
8.91,53.48,7.0,0.16,1.09,0.16,0.405,5.0,2,9,4,5.395,352.186,-0.245,0.178,1
6.78,37.14,0.0,0.7,0.82,0.121,0.43,4.5,1,4,1,4.771,125.404,-0.309,0.151,1
9.94,29.83,96.0,1.92,6.36,0.24,0.48,4.5,2,8,3,2.726,1.981,-0.24,0.221,0
15.23,15.23,5.0,0.48,0.43,0.077,0.619,4.0,3,7,7,0.938,164.074,-0.542,0.381,1
22.83,45.65,5.0,0.23,1.3,0.042,0.619,4.0,2,7,2,1.916,285.603,-0.577,0.571,1
41.68,41.68,13.0,0.48,3.1,0.195,0.453,3.5,6,1,7,0.977,150.16,-0.259,1.191,1
42.38,42.38,510.0,0.84,3.42,0.35,0.772,3.5,1,2,9,0.977,0.0,-0.422,1.211,0
8.2,73.78,4.0,0.33,0.4,0.108,0.435,8.0,2,5,3,8.022,224.126,-0.328,0.102,1
0.0,54.87,10.0,0.12,11.1,0.112,0.228,3.5,2,8,6,54.872,416.187,-0.116,0.0,1
8.28,74.53,6.0,0.26,1.95,0.337,0.528,3.5,4,4,2,8.03,261.319,-0.191,0.237,1
0.0,44.74,6.0,0.46,6.32,0.079,0.198,4.5,3,5,10,44.741,166.745,-0.119,0.0,1
19.46,116.75,13.0,1.31,3.36,0.281,0.566,2.5,3,5,6,5.707,61.512,-0.285,0.778,0
7.81,78.08,3.0,0.42,2.23,0.235,0.302,6.5,5,2,1,8.865,187.125,-0.067,0.12,1
41.68,41.68,5.0,0.66,3.37,0.102,0.191,2.5,7,4,3,0.977,125.526,-0.089,1.667,1
0.0,12.86,20.0,0.23,0.97,0.476,0.811,2.5,7,5,2,12.864,241.057,-0.336,0.0,0
0.0,46.96,92.0,1.58,0.33,0.399,0.831,3.0,5,5,7,46.963,4.771,-0.432,0.0,0
28.17,112.69,6.0,0.37,4.45,0.276,0.597,4.5,5,5,6,3.863,201.43,-0.321,0.626,1
0.0,22.46,8.0,0.16,1.78,0.234,0.589,7.5,1,5,8,22.456,348.309,-0.356,0.0,0
12.71,88.98,21.0,0.37,2.64,0.475,0.84,4.5,2,5,6,6.49,169.169,-0.364,0.282,0
14.11,70.54,2.0,0.16,2.27,0.105,0.113,5.0,3,5,3,4.669,370.834,-0.008,0.282,1
0.0,19.23,19.0,0.35,1.15,0.466,0.81,4.5,3,6,6,19.234,180.723,-0.344,0.0,0
7.26,43.56,36.0,8.09,4.93,0.231,0.738,5.0,4,6,2,5.274,7.815,-0.506,0.145,0
0.0,8.78,16.0,0.12,5.0,0.409,0.796,5.0,4,4,5,8.776,389.004,-0.387,0.0,0
7.95,63.62,99.0,1.47,2.08,0.345,0.84,6.0,4,3,6,7.106,0.638,-0.495,0.133,0
0.0,60.54,1.0,0.73,0.98,0.217,0.627,4.5,3,10,7,60.537,118.718,-0.41,0.0,1
20.89,83.57,18.0,0.16,3.32,0.186,0.732,3.5,4,3,7,3.817,310.45,-0.547,0.597,0
8.53,76.76,6.0,0.48,0.58,0.114,0.619,4.0,6,2,6,8.056,162.61,-0.505,0.213,1
49.1,61.8,4.0,0.26,2.34,0.23,0.328,3.5,4,2,2,1.233,266.814,-0.098,1.403,0
0.0,13.94,12.0,0.12,2.25,0.42,0.808,4.0,6,3,4,13.936,407.528,-0.388,0.0,0
7.82,78.19,63.0,1.05,2.63,0.369,0.758,5.0,2,2,7,8.866,32.113,-0.389,0.156,0
12.38,33.9,5.0,0.33,2.06,0.146,0.619,6.0,3,7,7,2.535,221.814,-0.473,0.206,1
0.0,34.69,394.0,0.01,4.28,-0.057,0.02,6.0,7,7,5,34.691,0.0,-0.077,0.0,0
0.0,33.19,11.0,0.16,4.65,0.42,0.758,5.5,7,6,4,33.193,337.064,-0.338,0.0,0
7.87,62.99,71.0,2.96,0.34,0.323,0.667,4.5,1,4,5,7.098,9.476,-0.344,0.175,0
10.61,106.07,8.0,0.12,1.44,0.269,0.374,7.0,4,7,3,9.138,425.452,-0.104,0.152,1
7.02,49.15,69.0,1.07,4.31,0.231,0.594,7.5,3,7,6,6.127,26.477,-0.364,0.094,0
0.0,0.0,4.0,0.16,5.86,0.186,0.619,4.5,3,4,4,0.0,363.293,-0.433,0.0,1
24.73,49.46,1.0,0.12,3.34,0.006,0.619,3.0,7,3,7,1.922,457.573,-0.613,0.824,1
10.37,82.94,10.0,0.16,1.09,0.287,0.564,3.0,7,3,9,7.296,340.834,-0.277,0.346,1
10.39,51.93,55.0,0.98,0.55,0.25,0.403,5.0,5,7,2,4.561,41.503,-0.153,0.208,1
56.97,169.33,3.0,0.12,3.0,0.024,0.062,3.5,7,9,8,2.921,449.207,-0.038,1.628,0
0.0,71.24,4.0,0.16,3.99,0.064,0.054,3.0,6,4,6,71.236,363.143,0.01,0.0,1
8.72,87.18,11.0,0.88,5.79,0.199,0.635,4.0,10,7,5,8.971,90.358,-0.436,0.218,1
0.0,13.57,17.0,0.12,4.29,0.246,0.273,4.0,4,4,5,13.574,384.373,-0.027,0.0,1
0.0,0.0,130.0,1.17,3.13,0.432,0.527,4.0,5,6,4,0.0,0.0,-0.095,0.0,0
0.0,1.34,12.0,0.33,1.09,0.34,0.774,7.5,1,4,7,1.343,205.318,-0.435,0.0,0
7.81,78.08,2.0,0.01,10.45,0.192,0.457,4.0,9,4,4,8.865,890.909,-0.264,0.195,1
0.0,0.0,5.0,0.16,4.91,0.186,0.49,5.0,4,10,5,0.0,359.535,-0.305,0.0,1
0.0,0.0,0.0,0.26,5.35,0.156,0.619,4.5,7,4,1,0.0,278.218,-0.463,0.0,1
6.77,74.46,6.0,0.37,3.78,0.142,0.252,5.0,5,7,4,9.584,201.403,-0.11,0.135,1
0.0,0.0,2.0,0.48,1.03,0.128,0.619,3.5,4,7,9,0.0,169.518,-0.491,0.0,1
62.16,62.16,8.0,0.26,1.73,0.334,0.617,6.0,5,7,9,0.984,256.019,-0.282,1.036,0
43.61,43.61,2.0,0.33,3.82,0.016,0.019,7.0,6,8,6,0.978,228.705,-0.003,0.623,1
12.46,87.22,28.0,0.35,0.75,0.213,0.45,4.5,5,5,3,6.48,160.784,-0.237,0.277,0
12.11,72.66,45.0,1.15,0.24,0.329,0.677,4.5,3,3,5,5.542,44.038,-0.349,0.269,0
0.0,0.0,4.0,0.16,3.85,0.135,0.619,9.5,4,3,5,0.0,363.449,-0.485,0.0,1
7.18,78.96,6.0,0.12,7.1,0.142,0.534,3.5,1,4,7,9.655,435.314,-0.392,0.205,1
46.31,92.61,370.0,0.84,6.31,0.341,0.759,6.5,6,7,5,1.958,0.0,-0.418,0.712,0
13.79,41.38,5.0,0.48,0.24,0.087,0.162,6.0,7,8,6,2.797,164.078,-0.075,0.23,1
8.92,44.6,802.0,1.74,3.96,0.323,0.724,5.0,5,5,8,4.496,0.0,-0.401,0.178,0
0.0,46.08,10.0,0.62,4.64,0.341,0.814,4.5,4,2,4,46.076,124.24,-0.474,0.0,0
6.72,53.74,32.0,0.59,4.1,0.186,0.335,4.0,6,5,3,6.963,98.113,-0.149,0.168,0
20.89,83.57,14.0,0.26,0.63,0.187,0.275,6.0,8,2,1,3.817,239.321,-0.089,0.348,0
12.87,102.95,98.0,0.01,11.45,0.061,0.042,5.0,1,6,2,7.423,18.182,0.019,0.257,0
0.0,0.0,15.0,0.58,4.82,0.191,0.771,6.0,7,6,5,0.0,124.711,-0.58,0.0,0
6.77,74.46,6.0,0.23,1.3,0.156,0.114,8.0,3,8,5,9.584,282.669,0.042,0.085,1
0.0,31.64,10.0,0.16,11.37,0.226,0.373,7.0,2,6,6,31.645,340.698,-0.147,0.0,1
22.32,89.27,8.0,0.33,2.62,0.262,0.691,6.5,7,5,4,3.828,214.903,-0.429,0.343,1
0.0,28.84,9.0,0.26,0.63,0.25,0.518,1.5,9,10,4,28.839,253.215,-0.268,0.0,1
15.05,15.05,6.0,0.52,0.34,0.027,0.619,4.0,10,8,9,0.938,151.748,-0.592,0.376,1
20.64,55.04,856.0,12.24,3.64,0.181,0.35,3.0,5,2,3,2.543,0.0,-0.169,0.688,0
