rainfall_24h,rainfall_72h,elevation,slope,twi,ndwi,ndvi,drainage_capacity,urbanization_index,infrastructure_decay,disaster_unpreparedness,flow_accumulation,roughness,flood_probability,flood_target
13.14,65.72,4.0,0.26,1.19,0.052,0.619,5.0,5,4,4,1.0,0.06,0.294,1
0.0,33.45,58.0,1.19,0.81,0.342,0.704,4.0,5,3,6,1.0,0.06,0.1781,0
0.0,71.24,9.0,0.23,1.75,0.177,0.192,5.0,6,5,6,1.0,0.06,0.2825,0
0.0,70.31,90.0,1.3,3.74,0.252,0.822,2.5,5,5,5,1.0,0.06,0.2379,0
8.52,59.61,7.0,0.26,1.33,0.323,0.112,4.5,7,4,5,1.0,0.06,0.2936,1
0.0,25.41,22.0,2.45,0.56,0.259,0.792,3.5,5,3,6,1.0,0.06,0.1815,0
0.0,0.0,2.0,0.33,0.62,0.14,0.619,8.0,2,2,7,2.0,0.06,0.1346,1
27.45,54.91,7.0,0.26,0.63,0.144,0.405,4.5,3,1,6,1.0,0.06,0.2814,1
47.17,59.43,2.0,0.48,7.34,0.108,0.385,4.5,7,6,4,1.0,0.06,0.4728,1
0.0,27.62,51.0,1.35,2.61,0.427,0.8,3.5,5,6,8,1.0,0.06,0.1838,0
21.5,85.99,3.0,0.52,0.35,0.202,0.476,4.5,5,2,6,4.0,0.06,0.353,1
7.87,62.99,5.0,0.0,5.83,0.18,0.196,3.0,3,9,9,1.0,0.06,0.2872,1
31.03,64.79,65.0,2.82,2.74,0.484,0.874,4.0,6,6,3,1.0,0.1,0.3303,0
0.0,35.06,18.0,0.88,3.07,0.257,0.692,6.5,4,3,5,4.0,0.06,0.2036,0
20.62,61.86,351.0,0.58,1.28,0.231,0.856,7.5,4,7,5,1.0,0.06,0.189,0
11.35,39.72,42.0,0.58,0.39,0.21,0.723,2.5,3,3,5,1.0,0.1,0.1965,0
0.0,46.96,102.0,0.16,1.65,0.454,0.831,4.0,8,3,3,1.0,0.06,0.2105,0
20.87,83.49,9.0,0.46,0.05,0.244,0.495,4.5,7,4,7,1.0,0.06,0.3664,0
0.0,13.22,8.0,0.26,0.85,0.235,0.538,4.5,8,6,9,1.0,0.013,0.1999,0
11.74,93.88,22.0,0.78,2.04,0.324,0.683,8.0,7,3,4,1.0,0.06,0.3701,0
24.19,108.87,107.0,0.52,0.16,0.45,0.845,7.0,6,2,1,4.0,0.06,0.3507,0
10.79,21.57,349.0,5.67,0.11,0.203,0.361,7.5,4,3,5,1.0,0.06,0.1181,0
16.66,66.63,14.0,1.41,1.78,0.145,0.264,6.5,5,6,4,2.0,0.06,0.3043,0
12.51,75.06,8.0,0.37,4.14,0.403,0.794,6.0,6,5,5,1.0,0.06,0.3473,0
0.0,27.29,13.0,0.37,0.28,0.321,0.648,5.0,7,6,4,3.0,0.06,0.2054,0
8.78,87.79,8.0,0.42,0.38,0.217,0.522,6.0,2,10,4,3.0,0.06,0.2784,1
0.0,26.85,32.0,1.07,0.23,0.346,0.763,3.5,4,6,3,1.0,0.013,0.1685,0
4.44,31.05,134.0,2.76,1.14,0.149,0.519,5.0,6,6,9,1.0,0.06,0.1615,0
11.99,83.91,28.0,0.16,2.19,0.25,0.305,2.0,1,3,4,1.0,0.06,0.2702,1
9.77,58.59,26.0,0.48,7.51,0.347,0.736,6.5,3,4,6,1.0,0.06,0.2849,0
0.0,45.07,755.0,0.93,9.54,0.436,0.702,5.0,7,1,5,1.0,0.06,0.2014,0
14.65,51.27,11.0,0.84,0.27,0.219,0.49,5.0,4,7,3,1.0,0.06,0.2482,0
0.0,0.0,29.0,0.42,4.58,0.365,0.637,6.0,6,5,5,1.0,0.06,0.176,0
53.74,53.74,97.0,3.21,1.83,0.361,0.607,6.5,6,9,5,1.0,0.1,0.3453,0
12.32,12.32,225.0,4.43,1.58,0.387,0.811,4.5,2,4,9,2.0,0.06,0.1055,0
8.94,89.42,27.0,0.42,0.15,0.227,0.673,7.0,3,5,7,1.0,0.06,0.2807,0
0.0,22.32,22.0,1.35,0.64,0.455,0.68,2.5,7,4,2,2.0,0.06,0.1959,0
57.78,70.39,39.0,0.26,0.86,0.257,0.478,2.5,6,6,1,1.0,0.06,0.4267,0
0.0,0.0,28.0,0.78,0.98,0.201,0.598,5.0,1,3,2,2.0,0.06,0.1208,0
43.52,43.52,21.0,0.82,3.08,0.304,0.559,4.0,5,1,5,1.0,0.013,0.3422,0
48.44,48.44,125.0,2.7,1.47,0.275,0.697,6.5,5,6,7,1.0,0.06,0.2853,0
0.0,47.96,10.0,1.25,3.16,0.369,0.651,4.0,2,10,5,1.0,0.06,0.2082,0
0.0,0.0,8.0,0.59,0.5,0.314,0.573,5.5,5,5,3,2.0,0.013,0.1539,0
8.16,40.78,24.0,1.42,0.59,0.231,0.569,4.5,8,5,5,1.0,0.06,0.2537,0
17.62,17.62,6.0,0.58,0.39,0.139,0.382,6.0,8,10,2,1.0,0.06,0.2455,0
0.0,23.27,18.0,0.26,1.81,0.283,0.46,8.0,4,4,7,1.0,0.06,0.1788,0
23.69,63.18,126.0,3.56,2.04,0.259,0.837,4.5,1,9,3,1.0,0.06,0.209,0
12.39,86.7,51.0,2.05,2.09,0.197,0.726,5.5,7,3,4,1.0,0.013,0.3374,0
5.22,31.3,102.0,1.69,1.82,0.148,0.254,5.0,6,6,7,1.0,0.06,0.1807,0
10.38,41.53,319.0,0.0,5.46,0.064,0.151,4.5,4,7,5,1.0,0.06,0.1658,0
8.16,40.78,18.0,0.93,0.36,0.165,0.437,4.5,7,5,3,6.0,0.06,0.2441,0
11.45,37.56,4.0,0.26,3.55,0.377,0.724,3.5,6,3,5,3.0,0.06,0.2676,0
27.92,61.78,27.0,2.09,3.29,0.413,0.806,5.5,10,4,3,1.0,0.06,0.4012,0
0.0,0.0,37.0,0.26,1.81,0.419,0.649,6.0,4,1,7,2.0,0.06,0.142,0
0.0,22.73,31.0,0.74,1.14,0.203,0.682,3.5,6,7,3,1.0,0.06,0.1861,0
10.91,21.81,732.0,4.55,1.07,0.198,0.466,2.0,3,7,7,2.0,0.013,0.1163,0
9.75,77.98,33.0,0.42,6.94,0.215,0.329,5.0,5,6,3,1.0,0.06,0.3399,0
17.03,85.14,8.0,0.58,1.15,0.147,0.341,7.0,6,2,10,1.0,0.013,0.3552,0
0.0,0.0,7.0,0.42,1.16,0.187,0.17,6.5,7,2,3,1.0,0.06,0.1744,1
13.68,68.38,8.0,0.58,2.27,0.22,0.395,7.5,8,10,6,1.0,0.06,0.3469,0
6.77,74.46,7.0,0.26,1.19,0.137,0.252,8.0,3,4,5,1.0,0.06,0.2673,1
0.0,33.32,60.0,2.17,0.56,0.229,0.49,6.5,6,4,3,1.0,0.013,0.1844,0
12.55,50.19,147.0,0.58,6.78,0.252,0.6,1.5,5,5,7,2.0,0.06,0.2255,0
6.84,54.74,88.0,1.63,1.02,0.224,0.599,5.0,6,5,5,2.0,0.1,0.2208,0
0.0,0.0,0.0,0.0,2.7,0.155,0.619,4.5,5,7,3,1.0,0.06,0.1691,1
9.77,58.59,27.0,0.12,1.66,0.326,0.724,4.0,2,7,10,3.0,0.06,0.2284,0
0.0,25.89,490.0,2.06,8.53,0.437,0.7,3.5,2,10,7,1.0,0.1,0.1304,0
54.38,66.83,26.0,0.46,2.35,0.205,0.429,3.5,6,3,3,1.0,0.06,0.4316,1
26.5,106.01,15.0,0.33,0.4,0.365,0.819,6.0,4,3,5,1.0,0.06,0.3903,0
39.58,39.58,46.0,0.16,1.31,0.344,0.627,7.0,6,6,6,1.0,0.06,0.304,0
19.43,77.7,11.0,0.16,1.49,0.124,0.193,4.5,2,10,7,1.0,0.06,0.2954,0
7.4,36.98,319.0,0.0,3.32,0.026,0.221,4.0,6,5,2,1.0,0.06,0.1593,0
0.0,42.32,1130.0,0.35,0.34,0.461,0.742,8.5,6,2,5,2.0,0.06,0.1381,0
18.61,74.45,17.0,0.62,2.62,0.225,0.463,5.0,4,3,6,1.0,0.013,0.318,0
0.0,8.58,0.0,0.47,1.04,0.191,0.619,3.5,2,4,7,31.0,0.06,0.147,0
19.41,58.24,38.0,0.71,0.04,0.371,0.815,7.0,5,4,4,1.0,0.06,0.267,0
6.86,54.9,13.0,0.26,0.86,0.208,0.399,5.0,2,7,4,1.0,0.06,0.2174,0
7.0,41.98,47.0,0.26,2.68,0.216,0.607,7.0,4,5,10,1.0,0.06,0.2127,0
0.0,88.22,19.0,1.07,0.22,0.188,0.502,1.5,8,5,4,1.0,0.06,0.322,0
8.26,24.79,28.0,0.93,5.81,0.155,0.552,3.5,6,3,6,1.0,0.06,0.2405,0
0.0,0.0,4.0,0.26,1.55,0.291,0.394,6.0,4,5,5,3.0,0.06,0.1532,0
0.0,74.39,17.0,1.31,2.28,0.136,0.414,4.5,4,9,4,1.0,0.06,0.264,0
10.23,51.13,319.0,0.0,5.26,-0.023,0.117,6.0,7,8,6,1.0,0.06,0.2049,0
22.43,89.71,8.0,0.26,2.34,0.231,0.373,6.5,8,7,7,1.0,0.013,0.4221,1
0.0,24.93,319.0,0.0,8.82,-0.018,0.111,2.5,2,4,5,1.0,0.06,0.1307,0
0.0,0.0,1354.0,4.76,0.22,0.166,0.776,3.5,3,6,4,1.0,0.06,0.0823,0
9.02,27.06,394.0,0.0,3.4,0.016,0.188,9.5,6,7,2,1.0,0.06,0.1504,0
11.02,39.74,17.0,0.81,0.19,0.574,0.854,1.5,6,4,6,1.0,0.06,0.2377,0
32.71,32.71,63.0,0.59,0.03,0.233,0.651,3.0,7,4,2,1.0,0.06,0.2638,0
0.0,7.76,125.0,1.88,0.52,0.32,0.838,3.0,3,8,6,1.0,0.06,0.1089,0
34.32,55.45,8.0,0.82,0.18,0.22,0.514,6.5,2,6,6,2.0,0.06,0.2846,0
0.0,88.22,15.0,0.33,2.23,0.306,0.437,2.0,4,6,6,1.0,0.06,0.2906,0
0.0,0.0,5.0,2.35,2.47,0.428,0.747,7.0,2,3,6,3.0,0.06,0.1423,0
8.45,50.68,20.0,0.68,0.85,0.275,0.683,3.5,4,2,2,4.0,0.06,0.2314,0
49.1,61.8,8.0,0.84,4.95,0.223,0.555,5.0,2,7,4,1.0,0.06,0.3835,0
7.89,70.99,60.0,1.51,1.1,0.336,0.676,5.0,2,5,6,3.0,0.06,0.223,0
0.0,28.34,14.0,0.26,1.65,0.465,0.79,4.5,6,6,4,1.0,0.06,0.2056,0
39.0,52.47,14.0,0.42,6.12,0.209,0.552,1.5,9,3,7,1.0,0.06,0.4384,0
12.62,88.32,32.0,0.33,3.73,0.219,0.234,4.5,7,5,6,1.0,0.06,0.3695,1
9.86,69.01,26.0,0.16,7.0,0.269,0.625,4.5,7,8,4,1.0,0.06,0.3538,0
22.22,99.99,26.0,0.58,8.17,0.435,0.848,3.5,6,9,4,2.0,0.013,0.4597,0
12.13,97.05,109.0,1.28,4.03,0.338,0.32,3.5,8,4,2,1.0,0.06,0.3502,0
0.0,0.0,9.0,0.42,1.25,0.296,0.494,6.5,6,5,4,1.0,0.06,0.1656,0
8.89,88.89,44.0,0.58,2.39,0.288,0.673,4.0,7,6,6,3.0,0.06,0.3389,0
11.43,91.42,30.0,0.0,2.14,0.299,0.531,3.5,6,2,4,2.0,0.06,0.3455,0
6.5,58.49,13.0,0.16,5.42,0.207,0.382,8.0,3,4,7,1.0,0.1,0.2671,0
7.44,22.32,0.0,0.0,1.04,0.024,0.389,5.0,3,8,2,1.0,0.06,0.1868,0
20.18,70.64,10.0,0.23,0.74,0.21,0.515,4.0,6,4,5,8.0,0.06,0.3292,0
48.47,48.47,102.0,1.31,0.02,0.319,0.841,7.0,5,6,3,1.0,0.06,0.2877,0
0.0,48.08,8.0,0.37,5.93,0.433,0.806,7.0,5,5,4,1.0,0.06,0.2615,0
11.26,78.81,61.0,2.17,0.93,0.318,0.62,5.0,3,2,4,1.0,0.06,0.2535,0
47.17,59.43,16.0,0.58,0.05,0.169,0.574,4.0,3,8,6,1.0,0.06,0.3357,0
0.0,27.66,10.0,0.26,5.34,0.376,0.804,3.0,7,4,10,4.0,0.06,0.2426,0
10.95,98.59,24.0,0.71,0.55,0.238,0.526,4.5,1,6,4,1.0,0.06,0.2842,0
11.0,39.62,35.0,5.27,1.12,0.523,0.84,4.0,5,4,6,1.0,0.013,0.2238,0
0.0,45.78,6.0,0.23,4.68,0.236,0.612,3.0,5,10,6,2.0,0.06,0.2491,1
25.26,75.78,5.0,0.16,1.65,0.215,0.158,4.5,7,6,6,2.0,0.06,0.3811,0
0.0,67.76,5.0,0.49,1.5,0.217,0.502,7.0,7,9,5,1.0,0.06,0.2885,1
7.48,52.33,144.0,0.82,0.4,0.356,0.82,6.0,7,1,3,1.0,0.06,0.1966,0
10.04,50.19,145.0,2.98,5.26,0.25,0.711,3.5,1,3,7,10.0,0.06,0.1733,0
7.64,84.09,8.0,0.59,0.99,0.264,0.398,3.0,9,6,4,1.0,0.06,0.3641,1
8.53,76.76,6.0,0.91,1.09,0.334,0.414,7.0,3,4,5,1.0,0.06,0.276,1
11.01,88.06,18.0,0.82,0.4,0.306,0.657,3.5,3,7,5,1.0,0.06,0.2913,0
30.8,30.8,408.0,3.34,2.77,0.311,0.755,3.5,6,6,9,3.0,0.1,0.1929,0
8.73,43.63,1250.0,3.85,1.83,0.16,0.225,3.5,4,9,4,3.0,0.06,0.1464,0
10.2,50.99,420.0,0.99,5.67,0.274,0.219,4.5,6,6,7,10.0,0.06,0.1976,0
5.82,23.29,14.0,1.26,1.78,0.327,0.692,4.5,3,5,4,2.0,0.06,0.183,0
38.9,38.9,72.0,0.94,0.26,0.313,0.776,4.0,3,5,6,1.0,0.06,0.2416,0
0.0,42.96,3.0,0.16,1.31,0.188,0.724,3.5,8,7,4,3.0,0.06,0.2543,0
8.75,52.49,23.0,0.26,1.65,0.31,0.827,3.0,3,3,5,1.0,0.06,0.2286,0
0.0,0.0,5.0,0.0,10.04,0.136,0.331,3.5,8,4,5,1.0,0.06,0.2435,0
6.53,45.69,21.0,0.23,1.3,0.232,0.486,4.5,3,4,3,1.0,0.06,0.2112,0
13.84,13.84,12.0,0.35,1.9,0.333,0.573,3.0,3,7,6,1.0,0.06,0.1875,0
10.38,41.53,354.0,3.15,1.53,0.331,0.803,5.5,9,6,4,1.0,0.06,0.1865,0
20.52,61.55,4.0,0.52,3.45,-0.024,0.619,4.5,3,2,8,2.0,0.06,0.3003,0
6.03,54.24,8.0,0.23,1.3,0.208,0.557,4.5,8,5,9,1.0,0.06,0.288,0
25.75,60.08,109.0,1.23,1.56,0.311,0.631,5.5,4,6,1,2.0,0.06,0.2459,0
0.0,22.73,32.0,0.71,0.81,0.212,0.516,3.5,7,5,4,2.0,0.06,0.1929,0
28.24,84.71,20.0,1.28,3.52,0.288,0.836,3.5,5,6,7,1.0,0.1,0.3889,0
25.17,88.09,21.0,0.73,1.42,0.326,0.397,4.0,2,8,7,1.0,0.06,0.3255,0
11.3,79.08,12.0,0.48,0.94,0.444,0.829,4.0,5,6,3,1.0,0.06,0.308,0
7.27,58.19,53.0,0.35,1.66,0.23,0.576,3.5,4,7,2,2.0,0.06,0.2292,0
0.0,13.6,10.0,0.26,0.85,0.358,0.653,5.5,5,10,7,1.0,0.06,0.1723,0
0.0,32.88,37.0,0.58,2.29,0.239,0.756,7.5,5,1,2,1.0,0.06,0.1958,0
14.33,57.3,2.0,0.23,0.97,0.169,0.533,3.5,4,4,4,1.0,0.06,0.2687,1
0.0,47.04,143.0,0.85,2.21,0.215,0.725,3.0,3,6,9,1.0,0.06,0.1517,0
44.05,55.86,93.0,2.25,3.16,0.288,0.7,5.5,3,4,5,1.0,0.06,0.2965,0
13.62,95.37,31.0,0.82,1.83,0.234,0.598,5.0,1,2,4,4.0,0.06,0.2915,0
25.07,100.27,11.0,0.26,1.19,0.231,0.53,4.0,1,9,5,1.0,0.06,0.3418,0
40.15,52.04,8.0,0.49,0.4,-0.107,-0.065,4.5,8,4,6,1.0,0.06,0.3759,1
11.77,52.94,123.0,1.44,1.09,0.268,0.745,6.0,5,4,6,1.0,0.06,0.2019,0
0.0,51.01,15.0,0.78,1.41,0.276,0.76,2.5,1,6,5,1.0,0.013,0.1896,0
5.54,55.36,15.0,0.42,8.2,0.215,0.342,2.5,7,5,3,6.0,0.06,0.3304,0
10.52,105.16,19.0,0.82,5.39,0.22,0.505,3.5,3,8,5,1.0,0.06,0.3683,0
0.0,34.13,41.0,1.4,2.33,0.491,0.772,3.5,4,10,8,1.0,0.06,0.1868,0
0.0,59.57,12.0,0.26,3.14,0.309,0.797,5.5,5,4,3,1.0,0.06,0.2584,0
0.0,9.65,319.0,0.0,9.66,-0.017,0.143,5.0,1,2,2,1.0,0.1,0.1127,0
22.04,66.13,3.0,0.26,0.85,0.046,0.619,6.0,5,7,5,2.0,0.06,0.3178,1
0.0,0.0,3.0,0.42,0.38,0.298,0.471,4.0,7,3,10,1.0,0.06,0.1717,0
12.38,33.9,5.0,0.26,1.04,0.17,0.619,6.0,4,3,1,1.0,0.013,0.2224,1
0.0,39.81,26.0,0.49,2.22,0.245,0.809,3.5,6,3,3,3.0,0.013,0.2214,0
13.63,54.51,155.0,3.94,5.51,0.311,0.784,4.5,5,6,2,1.0,0.06,0.222,0
0.0,0.0,168.0,1.85,0.64,0.373,0.702,3.0,2,4,3,1.0,0.06,0.0864,0
25.49,101.98,11.0,0.12,4.94,0.262,0.583,6.0,10,6,6,2.0,0.06,0.5141,0
0.0,21.8,15.0,0.42,3.15,0.375,0.533,4.5,3,6,3,1.0,0.06,0.1772,0
20.03,90.14,33.0,0.12,1.44,0.453,0.835,6.0,6,5,4,1.0,0.1,0.3605,0
0.0,47.14,61.0,1.16,3.03,0.156,0.331,6.0,3,5,4,2.0,0.06,0.1913,0
0.0,42.26,394.0,0.0,5.24,-0.001,-0.016,4.5,5,4,1,3.0,0.06,0.155,0
0.0,21.96,24.0,0.12,1.84,0.242,0.646,2.0,8,6,7,1.0,0.06,0.2119,0
0.0,27.62,98.0,2.59,1.01,0.41,0.861,5.5,1,4,6,1.0,0.06,0.1261,0
0.0,57.07,44.0,0.12,3.88,0.346,0.523,8.0,3,7,9,1.0,0.06,0.2203,0
17.98,71.91,6.0,0.35,1.44,0.34,0.671,7.5,3,7,2,1.0,0.06,0.2954,0
0.0,80.86,7.0,0.12,4.25,0.251,0.457,3.0,7,6,7,1.0,0.06,0.3371,0
0.0,34.89,20.0,0.42,0.72,0.438,0.765,4.5,9,4,6,1.0,0.06,0.2377,0
0.0,41.94,16.0,0.52,0.63,0.337,0.744,1.5,6,5,5,1.0,0.06,0.219,0
0.0,28.72,18.0,0.23,6.97,0.306,0.39,4.5,6,8,5,1.0,0.06,0.241,0
6.54,45.79,1.0,0.33,1.31,0.056,0.226,4.5,7,7,9,1.0,0.1,0.2658,1
11.19,44.75,91.0,0.26,3.57,0.401,0.804,6.5,2,6,1,1.0,0.06,0.191,0
0.0,39.35,8.0,0.58,0.23,0.441,0.804,5.5,2,6,5,1.0,0.013,0.1784,0
18.61,74.45,15.0,0.23,1.15,0.199,0.259,3.5,5,7,2,2.0,0.06,0.3195,0
0.0,0.0,56.0,1.1,1.71,0.372,0.433,5.5,6,9,2,1.0,0.06,0.1494,0
33.98,45.2,29.0,0.73,0.15,0.205,0.287,6.5,5,3,2,1.0,0.06,0.2878,0
35.03,70.06,321.0,0.16,2.01,0.217,0.428,5.0,5,2,9,1.0,0.06,0.25,0
0.0,44.27,16.0,1.4,0.82,0.296,0.581,4.5,5,3,3,1.0,0.06,0.2138,0
0.0,0.0,6.0,0.26,7.83,0.294,0.612,3.0,7,5,1,2.0,0.06,0.2167,0
0.0,70.31,86.0,1.15,4.82,0.255,0.822,3.0,3,5,4,1.0,0.1,0.2264,0
7.7,69.32,49.0,2.14,0.43,0.343,0.571,3.5,7,9,10,1.0,0.1,0.2768,0
0.0,38.26,13.0,0.71,1.71,0.403,0.763,5.5,1,4,1,1.0,0.06,0.1746,0
11.49,68.92,25.0,0.63,0.93,0.235,0.535,3.5,7,8,4,1.0,0.06,0.3055,0
0.0,24.98,4.0,0.0,9.37,0.221,0.689,3.0,2,5,9,1.0,0.06,0.2169,0
0.0,0.0,1547.0,11.87,1.46,0.108,0.516,5.5,10,2,4,1.0,0.06,0.1255,0
26.19,104.76,19.0,0.49,10.28,0.41,0.77,6.5,7,2,7,1.0,0.06,0.5253,0
22.22,99.99,34.0,1.07,7.15,0.409,0.722,5.0,4,10,7,1.0,0.1,0.4142,0
8.59,77.33,43.0,1.42,0.84,0.237,0.688,3.0,7,4,3,1.0,0.06,0.3017,0
38.17,49.33,184.0,1.05,5.93,0.235,0.346,9.0,4,6,4,2.0,0.06,0.2487,0
12.07,84.46,41.0,0.63,0.31,0.292,0.473,7.5,4,2,5,2.0,0.06,0.2847,0
6.35,44.43,38.0,2.28,4.19,0.208,0.536,4.5,2,7,7,3.0,0.1,0.2096,0
18.2,54.61,99.0,0.58,5.8,0.276,0.685,4.5,5,5,2,2.0,0.06,0.2665,0
26.01,69.35,106.0,0.68,9.95,0.298,0.559,9.5,3,8,6,1.0,0.06,0.3217,0
45.69,45.69,153.0,0.59,2.55,0.336,0.511,6.5,5,3,5,2.0,0.06,0.2648,0
0.0,18.23,19.0,0.23,1.31,0.465,0.677,6.0,9,7,9,2.0,0.06,0.2151,0
15.23,15.23,4.0,0.12,3.9,0.037,0.619,3.0,10,8,3,1.0,0.013,0.2868,1
0.0,80.86,1.0,1.07,0.13,0.12,0.619,3.5,5,8,3,1.0,0.06,0.2803,0
49.27,49.27,715.0,1.25,4.9,0.317,0.766,4.5,7,3,2,1.0,0.06,0.2958,0
0.0,39.81,12.0,0.58,3.03,0.248,0.852,4.0,5,4,10,1.0,0.06,0.2239,0
0.0,0.0,12.0,0.48,5.54,0.232,0.503,4.0,4,10,9,1.0,0.06,0.1716,0
12.71,88.98,16.0,0.0,2.84,0.396,0.833,5.5,6,2,6,2.0,0.06,0.3602,0
8.16,40.78,19.0,1.07,2.93,0.236,0.754,5.5,3,7,6,1.0,0.013,0.2192,0
13.73,42.3,0.0,0.0,1.04,-0.07,0.619,5.0,1,4,5,2.0,0.06,0.2107,0
23.66,94.63,8.0,0.12,2.13,0.365,0.757,4.5,8,9,5,1.0,0.06,0.4353,0
0.0,30.6,5.0,0.26,1.55,0.34,0.496,5.0,9,7,5,1.0,0.1,0.2446,1
20.03,90.14,31.0,0.33,0.96,0.42,0.878,4.5,2,3,7,1.0,0.013,0.3044,0
0.0,10.94,36.0,0.42,0.56,0.362,0.711,4.0,3,3,7,1.0,0.06,0.1414,0
13.36,39.0,9.0,0.52,0.86,0.434,0.735,3.5,3,5,3,1.0,0.06,0.2192,0
20.79,93.53,8.0,0.26,1.19,0.418,0.837,1.5,10,5,10,1.0,0.06,0.4437,0
21.24,63.71,206.0,0.84,4.08,0.209,0.679,6.0,5,2,3,1.0,0.06,0.2212,0
37.32,37.32,2.0,0.16,6.87,0.139,0.175,3.0,6,6,6,1.0,0.06,0.3716,1
12.2,48.8,107.0,0.81,5.24,0.229,0.757,5.0,3,4,4,1.0,0.06,0.2119,0
12.38,33.9,5.0,0.23,3.74,0.257,0.437,5.5,5,4,9,2.0,0.06,0.2528,1
14.57,58.3,140.0,1.56,0.02,0.26,0.531,7.0,5,4,2,1.0,0.06,0.2009,0
21.5,85.99,0.0,0.0,1.04,0.14,0.619,4.5,10,9,6,1.0,0.06,0.4331,0
26.45,37.63,183.0,3.52,6.03,0.321,0.787,4.0,6,4,5,1.0,0.06,0.2238,0
7.02,49.15,43.0,0.26,0.85,0.251,0.659,3.0,1,2,4,1.0,0.06,0.185,0
40.44,63.85,110.0,4.83,4.71,0.369,0.764,4.5,8,5,2,3.0,0.013,0.3713,0
20.87,83.49,6.0,0.12,6.12,0.267,0.502,4.5,6,6,5,1.0,0.06,0.412,0
8.97,44.83,45.0,0.96,4.29,0.244,0.671,4.0,3,1,4,1.0,0.06,0.2235,0
23.96,95.86,20.0,0.12,3.1,0.366,0.791,3.0,7,3,4,1.0,0.06,0.4251,0
12.42,49.69,19.0,0.12,5.9,0.129,0.605,8.0,5,4,7,2.0,0.013,0.2908,0
8.68,34.72,136.0,2.83,0.54,0.155,0.773,4.0,5,5,8,1.0,0.1,0.1616,0
37.15,37.15,5.0,0.12,11.17,-0.219,-0.199,4.0,4,5,2,1.0,0.06,0.3808,1
11.49,68.92,10.0,0.33,8.67,0.284,0.091,5.5,1,2,9,2.0,0.06,0.3043,1
11.43,91.42,16.0,0.12,2.25,0.239,0.31,4.5,4,4,8,1.0,0.06,0.3291,1
37.77,75.53,17.0,0.35,7.44,0.149,0.165,5.0,3,6,7,1.0,0.06,0.4098,0
37.15,37.15,5.0,0.12,5.87,-0.201,-0.105,3.5,6,7,4,1.0,0.06,0.3594,1
12.71,88.98,20.0,0.37,0.51,0.42,0.821,2.5,4,8,8,1.0,0.06,0.3101,0
0.0,85.03,1.0,1.1,3.1,0.095,0.492,5.5,1,2,5,1.0,0.06,0.264,0
0.0,0.0,319.0,0.0,6.87,0.022,0.159,3.5,3,4,6,1.0,0.06,0.1048,0
22.32,89.27,10.0,0.96,0.58,0.409,0.836,4.5,5,6,3,7.0,0.06,0.3599,0
30.71,57.5,21.0,0.16,2.19,0.396,0.854,5.0,6,5,1,1.0,0.06,0.3387,0
0.0,15.12,19.0,4.0,2.7,0.213,0.624,6.0,2,6,8,2.0,0.06,0.1561,0
0.0,0.0,0.0,0.0,8.57,0.131,0.361,3.0,9,5,10,1.0,0.06,0.2465,0
9.25,64.77,52.0,1.75,0.9,0.299,0.532,3.5,7,5,6,1.0,0.06,0.2745,0
11.3,79.08,14.0,0.12,1.44,0.451,0.808,7.0,6,3,5,1.0,0.06,0.324,0
21.48,85.91,10.0,0.66,5.06,0.315,0.568,7.0,2,5,4,3.0,0.06,0.3499,0
15.64,54.72,177.0,0.23,4.65,0.257,0.676,4.5,2,6,1,1.0,0.06,0.1816,0
18.49,49.31,135.0,0.71,5.73,0.277,0.793,5.5,8,2,5,1.0,0.1,0.2711,0
11.22,89.8,15.0,0.26,1.81,0.267,0.447,6.0,1,5,8,1.0,0.06,0.284,1
8.58,77.26,14.0,0.52,1.04,0.251,0.49,3.0,7,4,8,1.0,0.06,0.3219,0
23.84,71.53,175.0,0.42,3.28,0.252,0.666,9.0,5,8,8,1.0,0.06,0.2482,0
0.0,31.72,138.0,0.33,0.4,0.268,0.615,6.5,9,1,5,1.0,0.013,0.1734,0
13.62,95.37,38.0,1.18,0.21,0.247,0.567,6.5,6,1,5,1.0,0.06,0.3376,0
0.0,0.0,174.0,4.84,0.59,0.378,0.846,5.5,2,9,7,1.0,0.1,0.0848,0
5.54,55.36,14.0,0.59,0.03,0.216,0.291,5.0,9,9,4,1.0,0.06,0.287,0
0.0,24.21,23.0,0.73,0.29,0.385,0.701,5.0,10,3,4,2.0,0.06,0.2259,0
0.0,33.21,30.0,0.47,0.05,0.164,0.277,4.5,1,2,6,2.0,0.06,0.1521,0
0.0,95.06,72.0,0.47,6.5,0.269,0.24,7.0,9,3,5,2.0,0.06,0.3708,0
0.0,28.62,879.0,2.53,0.66,0.458,0.661,5.5,7,3,4,1.0,0.06,0.1316,0
0.0,54.31,89.0,1.41,2.56,0.34,0.842,4.5,6,5,4,2.0,0.013,0.2146,0
11.97,83.8,32.0,0.68,2.68,0.254,0.591,5.0,8,4,8,1.0,0.06,0.3619,0
19.15,19.15,71.0,1.4,5.98,0.312,0.767,4.0,7,3,5,1.0,0.06,0.2461,0
13.24,52.96,45.0,0.42,0.85,0.355,0.746,4.5,5,6,4,2.0,0.06,0.2441,0
0.0,0.0,6.0,0.12,1.44,0.323,0.476,6.5,5,5,7,3.0,0.013,0.1597,0
